CardId,Name,OriginalType,ModeCount,ModeIds,Auto
100367,Club Zombie,Master,1,100367:MASTER,yes
100368,Coagulate Blood,Combat,2,100368:COMBAT:qui|100368:COMBAT:QUI,yes
100369,Coagulated Entity,Action,2,100369:ACTION:san|100369:ACTION:SAN,yes
100370,Cobra Fangs,Combat,2,100370:COMBAT:ser|100370:COMBAT:SER,yes
100371,Code of Milan Suspended,Political Action,1,100371:POLITICAL,yes
100372,Code of Samiel,Master,1,100372:MASTER,yes
100373,Codex of the Damned,Equipment,1,100373:EQUIPMENT,yes
100374,Codex of the Edenic Groundskeepers,Equipment,1,100374:EQUIPMENT,yes
100375,Cold Amber's Hold,Action,1,100375:ACTION,yes
100376,Cold Aura,Combat,2,100376:COMBAT:nec|100376:COMBAT:NEC,yes
102312,Cold War,Political Action,1,102312:POLITICAL,yes
100377,Collapse the Arches,Combat,3,100377:COMBAT:tha|100377:COMBAT:vis|100377:COMBAT:VIS,yes
100378,Coma,Combat,2,100378:COMBAT:dem|100378:COMBAT:DEM,yes
100379,Combat Shotgun,Equipment,1,100379:EQUIPMENT,yes
100380,Command,Action Modifier,2,100380:MODIFIER:dom|100380:MODIFIER:DOM,yes
100381,Command of the Beast,Action Modifier,2,100381:MODIFIER:dom|100381:MODIFIER:DOM,yes
100382,Command of the Harpies,Political Action,1,100382:POLITICAL,yes
100383,Command Performance,Master,1,100383:MASTER,yes
100384,Command the Legion,Action,2,100384:ACTION:dom|100384:ACTION:DOM,yes
100385,Communal Haven: Cathedral,Master,1,100385:MASTER,yes
100386,Communal Haven: Temple,Master,1,100386:MASTER,yes
100387,Community Justice,Action,1,100387:ACTION,yes
100388,Compel the Spirit,Action,2,100388:ACTION:nec|100388:ACTION:NEC,yes
100389,Compress,Combat,3,100389:COMBAT:pot|100389:COMBAT:thn|100389:COMBAT:THN,yes
100390,Computer Hacking,Action,1,100390:ACTION,yes
100391,Conceal,Action,2,100391:ACTION:obf|100391:ACTION:OBF,yes
100392,Concealed Weapon,Combat,1,100392:COMBAT,yes
100393,Concert Tour,Action,1,100393:ACTION,yes
100394,Concoction of Vitality,Equipment,1,100394:EQUIPMENT,yes
100395,Concordance,Action,3,100395:ACTION:ser|100395:ACTION:dai|100395:ACTION:DAI,yes
100396,Condemn the Sins of the Father,Action,2,100396:ACTION:qui|100396:ACTION:QUI,yes
100397,Condemnation: Betrayed,Action,3,100397:ACTION:ser|100397:ACTION:dai|100397:ACTION:DAI,yes
100398,Condemnation: Doomed,Action,3,100398:ACTION:obf|100398:ACTION:dai|100398:ACTION:DAI,yes
100399,Condemnation: Languid,Action,3,100399:ACTION:pre|100399:ACTION:dai|100399:ACTION:DAI,yes
100400,Condemnation: Mute,Action,3,100400:ACTION:chi|100400:ACTION:dai|100400:ACTION:DAI,yes
100401,Conditioning,Action Modifier,2,100401:MODIFIER:dom|100401:MODIFIER:DOM,yes
100402,Conductor,Master,1,100402:MASTER,yes
102271,Confiscation,Political Action,1,102271:POLITICAL,yes
100403,Conflagration,Combat,3,100403:COMBAT:pot|100403:COMBAT:dai|100403:COMBAT:DAI,yes
100404,Conflict of Interests,Reaction,1,100404:REACTION,yes
100405,Confusion,Action Modifier,2,100405:MODIFIER:dem|100405:MODIFIER:DEM,yes
100406,Confusion of the Eye,Reaction,2,100406:REACTION:obf|100406:REACTION:OBF,yes
100407,Conniver,Master,1,100407:MASTER,yes
100408,Conquer the Beast,Combat,2,100408:COMBAT:ani|100408:COMBAT:ANI,yes
100409,Conquest of Humanity,Event,1,100409:EVENT,yes
100410,Consanguineous Boon,Political Action,1,100410:POLITICAL,yes
100411,Consanguineous Condemnation,Political Action,1,100411:POLITICAL,yes
100412,Conscripted Statue,Action Modifier,2,100412:MODIFIER:vis|100412:MODIFIER:VIS,yes
100413,Consecration Rites,Action,1,100413:ACTION,yes
100414,Conservative Agitation,Political Action,1,100414:POLITICAL,yes
102288,Consign to Oblivion,Action Modifier,2,102288:MODIFIER:obl|102288:MODIFIER:OBL,yes
100415,Consignment to Duat,Action,2,100415:ACTION:ser|100415:ACTION:SER,yes
100416,Constant Revolution,Action,1,100416:ACTION,yes
100417,Consume the Dead,Action/Reaction,2,100417:ACTION|100417:REACTION,yes
100418,Contagion,Action,2,100418:ACTION:dai|100418:ACTION:DAI,yes
100419,Contingency Planning,Master,1,100419:MASTER,yes
102352,Contraband,Combat,2,102352:COMBAT:obf|102352:COMBAT:OBF,yes
100420,Contract,Master,1,100420:MASTER,yes
100421,Convergence,Master,1,100421:MASTER,yes
100422,Cooler,Equipment,1,100422:EQUIPMENT,yes
100423,Coordinate Attacks,Combat,2,100423:COMBAT:san|100423:COMBAT:SAN,yes
100424,Coroner's Contact,Master,1,100424:MASTER,yes
100425,Corporal Reservoir,Master,1,100425:MASTER,yes
100426,Corporate Hunting Ground,Master,1,100426:MASTER,yes
100427,Corpse Balloon,Retainer,2,100427:RETAINER:vic|100427:RETAINER:VIC,yes
100428,Corpse Minion,Retainer,1,100428:RETAINER,yes
100429,Corrupt Construction,Ally,2,100429:ALLY:vic|100429:ALLY:VIC,yes
100430,Corruption,Action,1,100430:ACTION,yes
100431,Corruption's Purge,Political Action,1,100431:POLITICAL,yes
100432,Coterie Tactics,Reaction,1,100432:REACTION,yes
100433,Council of Seraphim,Action Modifier,1,100433:MODIFIER,yes
100434,Courier,Ally,1,100434:ALLY,yes
100435,"Coven, The",Master,1,100435:MASTER,yes
100436,Covenant of Blood,Action,1,100436:ACTION,yes
100437,Covincraft,Reaction,2,100437:REACTION:1|100437:REACTION:2,yes
100438,Cracking the Wall,Master,1,100438:MASTER,yes
100439,Crawling Chamber,Combat,3,100439:COMBAT:tha|100439:COMBAT:vis|100439:COMBAT:VIS,yes
100440,Create Gargoyle,Action,1,100440:ACTION,yes
100441,Creation Rites,Action,1,100441:ACTION,yes
100442,Creep Show,Master,1,100442:MASTER,yes
100443,Creeping Infection,Combat,2,100443:COMBAT:thn|100443:COMBAT:THN,yes
102213,Creeping Sabotage,Action,1,102213:ACTION,yes
100444,Creepshow Casino,Master,1,100444:MASTER,yes
100445,Crematorium,Master,1,100445:MASTER,yes
100446,CrimethInc.,Action Modifier,3,100446:MODIFIER:pro|100446:MODIFIER:qui|100446:MODIFIER:tha,yes
100447,Crimson Fury,Combat/Reaction,4,100447:COMBAT:ani|100447:REACTION:ani|100447:COMBAT:ANI|100447:REACTION:ANI,no
100448,"Crimson Sentinel, The",Equipment,1,100448:EQUIPMENT,yes
100449,"Crocodile Temple, The",Master,1,100449:MASTER,yes
100450,Crocodile's Tongue,Action Modifier,2,100450:MODIFIER:aus|100450:MODIFIER:AUS,yes
100451,Crusade: Amsterdam,Political Action,1,100451:POLITICAL,yes
100452,Crusade: Aragon,Political Action,1,100452:POLITICAL,yes
100453,Crusade: Atlanta,Political Action,1,100453:POLITICAL,yes
100454,Crusade: Barcelona,Political Action,1,100454:POLITICAL,yes
100455,Crusade: Berlin,Political Action,1,100455:POLITICAL,yes
100456,Crusade: Brussels,Political Action,1,100456:POLITICAL,yes
100457,Crusade: Chicago,Political Action,1,100457:POLITICAL,yes
100458,Crusade: Detroit,Political Action,1,100458:POLITICAL,yes
100459,Crusade: Dublin,Political Action,1,100459:POLITICAL,yes
100460,Crusade: Frankfurt,Political Action,1,100460:POLITICAL,yes
100461,Crusade: Geneva,Political Action,1,100461:POLITICAL,yes
100462,Crusade: Houston,Political Action,1,100462:POLITICAL,yes
100463,Crusade: Istanbul,Political Action,1,100463:POLITICAL,yes
100464,Crusade: London,Political Action,1,100464:POLITICAL,yes
100465,Crusade: Mexico City,Political Action,1,100465:POLITICAL,yes
100466,Crusade: Miami,Political Action,1,100466:POLITICAL,yes
100467,Crusade: New York,Political Action,1,100467:POLITICAL,yes
100468,Crusade: Paris,Political Action,1,100468:POLITICAL,yes
100469,Crusade: Philadelphia,Political Action,1,100469:POLITICAL,yes
100470,Crusade: Pittsburgh,Political Action,1,100470:POLITICAL,yes
100471,Crusade: Rome,Political Action,1,100471:POLITICAL,yes
100472,Crusade: Toronto,Political Action,1,100472:POLITICAL,yes
100473,"Crusade: Washington, D.C.",Political Action,1,100473:POLITICAL,yes
100474,"Crusader Sword, The",Equipment,1,100474:EQUIPMENT,yes
100475,Cry Wolf,Ally,1,100475:ALLY,yes
100476,Crypt's Sons,Retainer,1,100476:RETAINER,yes
100477,Cryptic Mission,Action,2,100477:ACTION:tha|100477:ACTION:THA,yes
100478,Cryptic Rider,Action Modifier,1,100478:MODIFIER,yes
100479,Cull the Herd,Action,1,100479:ACTION,yes
100480,Cultivated Blood Shortage,Master,1,100480:MASTER,yes
100481,Cunctator Motion,Political Action,1,100481:POLITICAL,yes
100482,Curmudgeon,Master,1,100482:MASTER,yes
100483,Curse of Nitocris,Master,1,100483:MASTER,yes
102313,Cursed Abattoir,Master,1,102313:MASTER,yes
100484,D'habi Revenant,Retainer,1,100484:RETAINER,yes
100485,Dabbler,Master,1,100485:MASTER,yes
100486,Daemonic Possession,Action,2,100486:ACTION:nec|100486:ACTION:NEC,yes
100487,Dagger,Equipment,1,100487:EQUIPMENT,yes
100488,Dagon's Call,Combat,2,100488:COMBAT:qui|100488:COMBAT:QUI,yes
100489,Dam the Heart's River,Combat,2,100489:COMBAT:qui|100489:COMBAT:QUI,yes
100490,"Damned, The",Master,1,100490:MASTER,yes
102314,Dance of the Dead,Action,1,102314:ACTION,yes
102315,Dance with the Devil,Combat,4,102315:COMBAT:obf|102315:COMBAT:tha|102315:COMBAT:OBF|102315:COMBAT:THA,yes
100491,Danse Macabre,Master,1,100491:MASTER,yes
100492,Daring the Dawn,Action Modifier,2,100492:MODIFIER:for|100492:MODIFIER:FOR,yes
100493,Dark Influences,Master,1,100493:MASTER,yes
100494,Dark Mirror of the Mind,Action,1,100494:ACTION,yes
100495,Dark Steel,Combat,2,100495:COMBAT:obt+pot|100495:COMBAT:OBT+POT,yes
102235,Dark Web Procurer,Ally,1,102235:ALLY,yes
100496,Darkling Trickery,Combat,3,100496:COMBAT:obt|100496:COMBAT:myt|100496:COMBAT:MYT,yes
100497,Darkness Within,Combat,2,100497:COMBAT:obt|100497:COMBAT:OBT,yes
100498,Darksight,Reaction,2,100498:REACTION:obt|100498:REACTION:OBT,yes
100499,"Dartmoor, England",Equipment,1,100499:EQUIPMENT,yes
100500,Dauntain Black Magician,Ally,1,100500:ALLY,yes
100501,Dawn Operation,Action Modifier,2,100501:MODIFIER:for|100501:MODIFIER:FOR,yes
100502,Day Operation,Action Modifier,2,100502:MODIFIER:for|100502:MODIFIER:FOR,yes
100503,Dead Hand,Combat,2,100503:COMBAT:nec|100503:COMBAT:NEC,yes
102299,Dead Pool,Master,1,102299:MASTER,yes
100504,Dead-End Alley,Combat,1,100504:COMBAT,yes
100505,"Deadliest Sin, The",Reaction,1,100505:REACTION,yes
100506,Deal with the Devil,Master,1,100506:MASTER,yes
100507,"Death of My Conscience, The",Combat,2,100507:COMBAT:pot|100507:COMBAT:POT,yes
100508,Death of the Drum,Combat,3,100508:COMBAT:cel|100508:COMBAT:mel|100508:COMBAT:MEL,yes
100509,Death Pact,Action,2,100509:ACTION:nec|100509:ACTION:NEC,yes
100510,Death Seeker,Combat,1,100510:COMBAT,yes
100511,Decapitate,Combat,2,100511:COMBAT:pot|100511:COMBAT:POT,yes
100512,Decompose,Action,2,100512:ACTION:thn|100512:ACTION:THN,yes
100513,Deed the Heart's Desire,Action Modifier,2,100513:MODIFIER:qui|100513:MODIFIER:QUI,yes
100514,Deep Cover Agent,Action,1,100514:ACTION,yes
102219,Deep Ecology,Reaction,3,102219:REACTION:ani|102219:REACTION:for|102219:REACTION:pro,yes
100515,Deep Song,Action,2,100515:ACTION:ani|100515:ACTION:ANI,yes
100516,Deer Rifle,Equipment,1,100516:EQUIPMENT,yes
100517,Defender of the Haven,Action,1,100517:ACTION,yes
100518,Deflection,Reaction,2,100518:REACTION:dom|100518:REACTION:DOM,yes
100519,Delaying Tactics,Reaction,1,100519:REACTION,yes
100520,Delivery Truck,Equipment,1,100520:EQUIPMENT,yes
100521,Dementation,Master,1,100521:MASTER,yes
100522,Demonstration,Master,1,100522:MASTER,yes
100523,Denial of Aphrodite's Favor,Combat/Reaction,4,100523:COMBAT:dom+for|100523:REACTION:dom+for|100523:COMBAT:DOM+FOR|100523:REACTION:DOM+FOR,no
100524,Deny,Action Modifier/Combat,2,100524:COMBAT:dem|100524:MODIFIER:DEM,yes
100525,Deploy the Hand,Political Action,1,100525:POLITICAL,yes
100526,Depravity,Master,1,100526:MASTER,yes
100527,Derange,Action,1,100527:ACTION,yes
100528,Descent into Darkness,Action,2,100528:ACTION:obt|100528:ACTION:OBT,yes
100529,Desert Eagle,Equipment,1,100529:EQUIPMENT,yes
100530,Despiral,Action,1,100530:ACTION,yes
100531,Destructive Secrets,Action,1,100531:ACTION,yes
100532,Detect Authority,Reaction,3,100532:REACTION:ani|100532:REACTION:ser|100532:REACTION:tha,yes
100533,Detection,Master,1,100533:MASTER,yes
100534,Determine,Reaction,1,100534:REACTION,yes
100535,Development,Master,1,100535:MASTER,yes
100536,Deviki Prasanta,Ally,1,100536:ALLY,yes
100537,Devil-Channel: Back,Combat,3,100537:REFLEX:abo|100537:COMBAT:abo|100537:COMBAT:ABO,yes
100538,Devil-Channel: Feet,Combat,3,100538:REFLEX:abo|100538:COMBAT:abo|100538:COMBAT:ABO,yes
100539,Devil-Channel: Hands,Combat,3,100539:REFLEX:abo|100539:COMBAT:abo|100539:COMBAT:ABO,yes
100540,Devil-Channel: Throat,Action Modifier,3,100540:REFLEX:abo|100540:MODIFIER:abo|100540:MODIFIER:ABO,yes
100541,Día de los Muertos,Master,1,100541:MASTER,yes
100542,Diabolic Lure,Reaction,3,100542:REACTION:aus|100542:REACTION:dai|100542:REACTION:DAI,yes
100543,"Diamond Thunderbolt, The",Master,1,100543:MASTER,yes
100544,Din of the Damned,Action Modifier,1,100544:MODIFIER,yes
100545,Direct Intervention,Master,1,100545:MASTER,yes
100546,Dirty Contract,Master,1,100546:MASTER,yes
100547,Dirty Little Secrets,Action Modifier,1,100547:MODIFIER,yes
100548,Dis Pater,Master,1,100548:MASTER,yes
100549,Disarm,Combat,2,100549:COMBAT:pot|100549:COMBAT:POT,yes
100550,Disarming Presence,Action Modifier,2,100550:MODIFIER:pre|100550:MODIFIER:PRE,yes
100551,Discern,Power,1,100551:REACTION,yes
100552,Disciple of Lazarus,Action,1,100552:ACTION,yes
100553,Disease,Combat,2,100553:COMBAT:qui|100553:COMBAT:QUI,yes
100554,Disengage,Combat,1,100554:COMBAT,yes
100555,Disguised Weapon,Combat,2,100555:COMBAT:obf|100555:COMBAT:OBF,yes
100556,Dismemberment of Osiris,Action,2,100556:ACTION:ser|100556:ACTION:SER,yes
100557,Disputed Territory,Political Action,1,100557:POLITICAL,yes
100558,Dissolution,Combat,2,100558:COMBAT:pro|100558:COMBAT:PRO,yes
100559,Distant Friend,Action,2,100559:ACTION:dom+pre|100559:ACTION:DOM+PRE,yes
100560,Distraction,Action,2,100560:ACTION:cel|100560:ACTION:CEL,yes
100561,Dive Bomb,Action,1,100561:ACTION:FLIGHT,yes
100562,Dive into Madness,Action,2,100562:ACTION:dem|100562:ACTION:DEM,yes
100563,Diversion,Combat,3,100563:COMBAT:cel|100563:COMBAT:for|100563:COMBAT:tha,yes
100564,Diversity,Political Action,1,100564:POLITICAL,yes
100565,Divine Image,Action Modifier,2,100565:MODIFIER:ser|100565:MODIFIER:SER,yes
100566,Divine Sign,Action,2,100566:ACTION:nec|100566:ACTION:NEC,yes
100567,Dodge,Combat,1,100567:COMBAT,yes
100568,Dog Pack,Retainer,1,100568:RETAINER,yes
102353,Dogged Pursuit,Reaction,2,102353:REACTION:ani|102353:REACTION:ANI,yes
100569,Dogs of War,Political Action,1,100569:POLITICAL,yes
100570,Domain Challenge,Political Action,1,100570:POLITICAL,yes
100571,Domain of Evernight,Action Modifier,3,100571:MODIFIER:obf|100571:MODIFIER:tem|100571:MODIFIER:TEM,yes
102316,Dominant Personality,Action Modifier,4,102316:MODIFIER:pot|102316:MODIFIER:pre|102316:MODIFIER:POT|102316:MODIFIER:PRE,yes
100572,Dominate,Master,1,100572:MASTER,yes
100573,Dominate Kine,Action,2,100573:ACTION:dom|100573:ACTION:DOM,yes
100574,Dominion,Master,1,100574:MASTER,yes
100575,Donate,Power,3,100575:MODIFIER|100575:REACTION|100575:COMBAT,yes
100576,Donnybrook,Combat,3,100576:COMBAT:obf|100576:COMBAT:pro|100576:COMBAT:ser,yes
102220,Double Deuce,Ally,1,102220:ALLY,yes
100577,"Dr. Marisa Fletcher, CDC",Event,1,100577:EVENT,yes
100578,Draba,Action/Reaction,2,100578:ACTION:chi|100578:REACTION:CHI,yes
100579,Draeven Softfoot,Ally,1,100579:ALLY,yes
100580,Dragon's Breath Rounds,Combat,1,100580:COMBAT,yes
100581,Dragonbound,Event,1,100581:EVENT,yes
100582,Drain Essence,Combat,2,100582:COMBAT:tha|100582:COMBAT:THA,yes
100583,Dramatic Upheaval,Political Action,1,100583:POLITICAL,yes
100584,Draught of the Soul,Action Modifier/Combat,6,100584:MODIFIER:qui|100584:COMBAT:qui|100584:MODIFIER:aus+qui|100584:COMBAT:aus+qui|100584:MODIFIER:AUS+QUI|100584:COMBAT:AUS+QUI,no
100585,Drawing Out the Beast,Combat,2,100585:COMBAT:ani|100585:COMBAT:ANI,yes
100586,Dread Gaze,Reaction,2,100586:REACTION:pre|100586:REACTION:PRE,yes
102317,Dread Mastiff,Retainer,2,102317:RETAINER:ani|102317:RETAINER:ANI,yes
100587,Dream World,Action,2,100587:ACTION:pre|100587:ACTION:PRE,yes
100588,Dreams of the Sphinx,Master,1,100588:MASTER,yes
100589,Drink the Blood of Ahriman,Action,1,100589:ACTION,yes
100590,Drop Point Network,Master,1,100590:MASTER,yes
100591,Drum of Xipe Totec,Equipment,1,100591:EQUIPMENT,yes
100592,Dual Form,Action,2,100592:ACTION:pro|100592:ACTION:PRO,yes
100593,Duma Rafiki,Retainer,1,100593:RETAINER,yes
100594,Dummy Corporation,Master,1,100594:MASTER,yes
100595,Dusk Work,Action Modifier,1,100595:MODIFIER,yes
100596,Dust to Dust,Combat,3,100596:COMBAT:obf|100596:COMBAT:thn|100596:COMBAT:THN,yes
100597,Dust Up,Combat,3,100597:COMBAT:ani|100597:COMBAT:cel|100597:COMBAT:pot,yes
100598,Eagle's Sight,Reaction,2,100598:REACTION:aus|100598:REACTION:AUS,yes
100599,Ears of the Hare,Reaction,3,100599:REACTION:pro|100599:REACTION:spi|100599:REACTION:SPI,yes
100600,Earth Control,Action Modifier,2,100600:MODIFIER:pro|100600:MODIFIER:PRO,yes
100601,Earth Meld,Combat,2,100601:COMBAT:pro|100601:COMBAT:PRO,yes
100602,Earth Swords,Combat,3,100602:COMBAT:pot|100602:COMBAT:myt|100602:COMBAT:MYT,yes
100603,Earth-Feeder,Action,1,100603:ACTION,yes
100604,Earthshock,Combat,2,100604:COMBAT:pot|100604:COMBAT:POT,yes
100605,Eat the Rich,Political Action,1,100605:POLITICAL,yes
100606,Ebony Fox Hunt,Master,1,100606:MASTER,yes
100607,Eccentric Billionaire,Ally,1,100607:ALLY,yes
100608,Echo of Harmonies,Action Modifier,3,100608:MODIFIER:pre|100608:MODIFIER:mel|100608:MODIFIER:MEL,yes
100609,Ecoterrorists,Master,1,100609:MASTER,yes
100610,Ecstasy,Reaction,2,100610:REACTION:ser|100610:REACTION:SER,yes
100611,Ecstatic Agony,Action,2,100611:ACTION:aus|100611:ACTION:AUS,yes
102237,ECTU Operative,Ally,1,102237:ALLY,yes
100612,Edge Explosion,Event,1,100612:EVENT,yes
100613,Edge of the World,Action Modifier,1,100613:MODIFIER,yes
100614,Edge Vitiation,Action,2,100614:ACTION:ser|100614:ACTION:SER,yes
100615,Edged Illusion,Action,2,100615:ACTION:chi|100615:ACTION:CHI,yes
100616,Effective Management,Master,1,100616:MASTER,yes
100617,Elder Impersonation,Action Modifier,2,100617:MODIFIER:obf|100617:MODIFIER:OBF,yes
100618,Elder Intervention,Reaction,1,100618:REACTION,yes
100619,Elder Kindred Network,Reaction,1,100619:REACTION,yes
100620,Elder Library,Master,1,100620:MASTER,yes
100621,Elder Michaelis's Hold,Reaction,1,100621:REACTION,yes
100622,"Eldest Are Kholo, The",Action Modifier/Reaction,2,100622:MODIFIER|100622:REACTION,yes
100623,"Eldest Command Undeath, The",Political Action,1,100623:POLITICAL,yes
100624,Eldritch Glimmer,Combat,2,100624:COMBAT:tha|100624:COMBAT:THA,yes
100625,Elemental Stoicism,Action/Combat,6,100625:ACTION:for|100625:COMBAT:for|100625:ACTION:for+obf|100625:COMBAT:for+obf|100625:ACTION:FOR+obf|100625:COMBAT:FOR+obf,no
100626,Elephant Guardian,Retainer,1,100626:RETAINER,yes
100627,Elixir of Distillation,Equipment,1,100627:EQUIPMENT,yes
100628,Eluding the Arms of Morpheus,Reaction,1,100628:REACTION,yes
100629,Elysian Fields,Master,1,100629:MASTER,yes
100630,Elysium: Sforzesco Castle,Master,1,100630:MASTER,yes
100631,Elysium: The Arboretum,Master,1,100631:MASTER,yes
100632,Elysium: The Palace of Versailles,Master,1,100632:MASTER,yes
100633,"Embrace, The",Action,1,100633:ACTION,yes
100634,Emerald Legionnaire,Ally,1,100634:ALLY,yes
100635,Emergency Powers,Action,1,100635:ACTION,yes
100636,Emergency Preparations,Master,1,100636:MASTER,yes
100637,Emergency Rations,Action,1,100637:ACTION,yes
100638,Emissary,Action Modifier,1,100638:MODIFIER,yes
102318,Empires Fall,Political Action,1,102318:POLITICAL,yes
100639,Empowering the Puppet King,Action Modifier,2,100639:MODIFIER:dom|100639:MODIFIER:DOM,yes
100640,Enchant Kindred,Action,2,100640:ACTION:pre|100640:ACTION:PRE,yes
100641,Enchanted Marionette,Equipment,1,100641:EQUIPMENT,yes
102221,Enchanting Gaze,Action Modifier,2,102221:MODIFIER:pre+pro|102221:MODIFIER:PRE+PRO,yes
100642,Enforcer,Action,1,100642:ACTION,yes
100643,Engling Fury,Action,3,100643:ACTION:for|100643:ACTION:spi|100643:ACTION:SPI,yes
102238,Enhanced Coagulant,Equipment,1,102238:EQUIPMENT,yes
100644,Enhanced Senses,Reaction,2,100644:REACTION:aus|100644:REACTION:AUS,yes
100645,Enkil Cog,Action Modifier,1,100645:MODIFIER,yes
100646,Ennoia's Theater,Master,1,100646:MASTER,yes
100647,Enrage,Action,2,100647:ACTION:pre|100647:ACTION:PRE,yes
100648,Ensconced,Action/Reaction,2,100648:ACTION:vis|100648:REACTION:VIS,yes
100649,Ensemble,Action Modifier,1,100649:MODIFIER,yes
102319,Ensnare a Beast,Reaction,4,102319:REACTION:ani|102319:REACTION:cel|102319:REACTION:ANI|102319:REACTION:CEL,yes
102320,Enthrall,Action,4,102320:ACTION:obf|102320:ACTION:pre|102320:ACTION:OBF|102320:ACTION:PRE,yes
100650,Enticement,Action,2,100650:ACTION:ser|100650:ACTION:SER,yes
100651,Entombment,Combat,2,100651:COMBAT:obt|100651:COMBAT:OBT,yes
100652,Entrancement,Action,2,100652:ACTION:pre|100652:ACTION:PRE,yes
100653,Entrenching,Action,1,100653:ACTION,yes
100654,Ephor,Master,1,100654:MASTER,yes
100655,Epiphany,Action,1,100655:ACTION,yes
100656,"Erciyes Fragments, The",Master,1,100656:MASTER,yes
100657,Erebus Mask,Equipment,1,100657:EQUIPMENT,yes
100658,Erosion,Action,2,100658:ACTION:qui|100658:ACTION:QUI,yes
100659,Eruption of Vitae,Combat,2,100659:COMBAT:qui|100659:COMBAT:QUI,yes
100660,Esbat,Action,1,100660:ACTION,yes
100661,Escaped Mental Patient,Ally,1,100661:ALLY,yes
100662,Esgrima,Master,1,100662:MASTER,yes
100663,Esprit de Corps,Action,2,100663:ACTION:pot+pre|100663:ACTION:POT+PRE,yes
100664,Esteem,Action Modifier,1,100664:MODIFIER,yes
100665,"Eternal Mask, The",Action,2,100665:ACTION:ser|100665:ACTION:SER,yes
100666,Eternal Vigilance,Action,1,100666:ACTION,yes
100667,"Eternals of Sirius, The",Master,1,100667:MASTER,yes
100668,Evil Eye,Combat/Reaction,2,100668:COMBAT:mal|100668:REACTION:MAL,yes
100669,Ex Nihilo,Action,2,100669:ACTION:nec|100669:ACTION:NEC,yes
100670,Excellent Thirst,Action Modifier,1,100670:MODIFIER,yes
100671,Exclusion Principle,Political Action,1,100671:POLITICAL,yes
100672,Excommunication,Political Action,1,100672:POLITICAL,yes
100673,Exile,Action,2,100673:ACTION:pre|100673:ACTION:PRE,yes
100674,Expiate,Combat,1,100674:COMBAT,yes
102276,Expulsion,Political Action,1,102276:POLITICAL,yes
100675,Extortion,Reaction,2,100675:REACTION:ser|100675:REACTION:SER,yes
100676,Extremis Boon,Master,1,100676:MASTER,yes
100677,Exuding Blood,Combat,2,100677:COMBAT:qui|100677:COMBAT:QUI,yes
100678,Eye of Hazimel,Equipment,1,100678:EQUIPMENT,yes
100679,Eye of Unforgiving Heaven,Combat,2,100679:COMBAT:aus+val|100679:COMBAT:AUS+VAL,yes
100680,Eyes of Argus,Reaction,2,100680:REACTION:aus|100680:REACTION:AUS,yes
100681,Eyes of Blades,Combat,2,100681:COMBAT:aus+cel|100681:COMBAT:AUS+CEL,yes
100682,Eyes of Chaos,Action Modifier,2,100682:MODIFIER:dem|100682:MODIFIER:DEM,yes
100683,Eyes of the Beast,Reaction,2,100683:REACTION:pro|100683:REACTION:PRO,yes
100684,Eyes of the Dead,Reaction,2,100684:REACTION:nec|100684:REACTION:NEC,yes
100685,Eyes of the Night,Reaction,2,100685:REACTION:obt|100685:REACTION:OBT,yes
100686,Eyes of the Serpent,Action Modifier/Combat,4,100686:MODIFIER:ser|100686:COMBAT:ser|100686:MODIFIER:SER|100686:COMBAT:SER,no
102222,Eyes of the Wild,Reaction,1,102222:REACTION,yes
100687,Faceless Night,Action Modifier,2,100687:MODIFIER:obf|100687:MODIFIER:OBF,yes
100688,Fade from View,Combat,2,100688:COMBAT:obf|100688:COMBAT:OBF,yes
100689,Fae Contortion,Action Modifier/Combat,4,100689:REFLEX:myt|100689:COMBAT:obt|100689:COMBAT:myt|100689:MODIFIER:MYT,yes
100690,Faerie Wards,Reaction,3,100690:REACTION:aus|100690:REACTION:myt|100690:REACTION:MYT,yes
100691,Failsafe,Master,1,100691:MASTER,yes
100692,Faithful Servant,Retainer,1,100692:RETAINER,yes
100693,Fake Out,Combat,1,100693:COMBAT,yes
100694,Falcon's Eye,Reaction,3,100694:REACTION:ani|100694:REACTION:spi|100694:REACTION:SPI,yes
100695,Fall of the Camarilla,Event,1,100695:EVENT,yes
100696,Fall of the Sabbat,Event,1,100696:EVENT,yes
100697,False Resonance,Action Modifier,2,100697:MODIFIER:chi|100697:MODIFIER:CHI,yes
100698,Fame,Master,1,100698:MASTER,yes
100699,Familial Bond,Reaction,1,100699:REACTION,yes
102289,Family Gathering,Master,1,102289:MASTER,yes
100700,Fanfare for Elysium,Political Action,2,100700:POLITICAL:mel|100700:POLITICAL:MEL,yes
100701,Fantasy World,Action,2,100701:ACTION:chi|100701:ACTION:CHI,yes
100702,Far Fatuus,Combat,2,100702:COMBAT:chi|100702:COMBAT:CHI,yes
100703,Far Mastery,Action,2,100703:ACTION:dom|100703:ACTION:DOM,yes
100704,Fast Hands,Combat,2,100704:COMBAT:cel|100704:COMBAT:CEL,yes
100705,Fast Reaction,Reaction,2,100705:REACTION:aus|100705:REACTION:AUS,yes
100706,Fata Amria,Combat/Reaction,2,100706:COMBAT:chi|100706:REACTION:CHI,yes
100707,Fata Morgana,Action Modifier,2,100707:MODIFIER:chi|100707:MODIFIER:CHI,yes
