CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
100403,100403:COMBAT:dai,Conflagration,Combat,Combat,,,Daimoinon/Potence,,1,,,dai,inferior,Strike: 1R aggravated damage.,no,yes
100403,100403:COMBAT:DAI,Conflagration,Combat,Combat,,,Daimoinon/Potence,,1,,,DAI,superior,Strike: 2R aggravated damage.,no,yes
100404,100404:REACTION,Conflict of Interests,Reaction,Reaction,,,,,,,,,none,"Only usable during a referendum.
Cancel the votes and ballots of a vampire who belongs to the same clan as this reacting minion.",no,yes
100405,100405:MODIFIER:dem,Confusion,Action Modifier,Action Modifier,,,Dementation,,,,,dem,inferior,"Only usable during a bleed action.
+1 bleed (limited).",no,yes
100405,100405:MODIFIER:DEM,Confusion,Action Modifier,Action Modifier,,,Dementation,,,,,DEM,superior,"Only usable during a bleed action.
+1 stealth and +1 bleed (limited).",no,yes
100406,100406:REACTION:obf,Confusion of the Eye,Reaction,Reaction,,,Obfuscate,,,,,obf,inferior,Reduce a younger vampire's or an ally's bleed against you by 1.,no,yes
100406,100406:REACTION:OBF,Confusion of the Eye,Reaction,Reaction,,,Obfuscate,,,,,OBF,superior,"Only usable during a referendum before any votes and ballots are cast. Not usable on a referendum that is automatically passing. The acting vampire cannot cast any votes or ballots in this referendum. If the referendum requires a titled vampire, the referendum fails.",no,yes
100407,100407:MASTER,Conniver,Master,Master,,,,,,,,,none,"Master: archetype.
Put this card on a vampire you control. If your prey loses pool when it is neither your turn nor your prey's turn, you may lock this card to move 1 blood from the blood bank to this vampire. A vampire can have only one archetype.",no,yes
100408,100408:COMBAT:ani,Conquer the Beast,Combat,Combat,,,Animalism,,,,,ani,inferior,"Only usable before range is determined during the first round.
Put this card in play with 3 counters. This vampire cannot use equipment this combat. Each time a card is played this combat, reset the number of counters on this card to 3. During the press step of each round this combat, this card automatically burns 1 of those counters to give this vampire 1 mandatory press to continue combat. Burn this card at the end of combat.",no,yes
100408,100408:COMBAT:ANI,Conquer the Beast,Combat,Combat,,,Animalism,,,,,ANI,superior,"Only usable before range is determined during the first round.
Put this card in play with 3 counters. This vampire cannot use equipment this combat. Each time a card is played this combat, reset the number of counters on this card to 3. During the press step of each round this combat, this card automatically burns 1 of those counters to give this vampire 1 mandatory press to continue combat. Burn this card at the end of combat, but the presses are optional.",no,yes
100409,100409:EVENT,Conquest of Humanity,Event,Event,,,,,,,,,none,"Gehenna. Requires 2 or more other Gehenna events in play. Do not replace until your next discard phase.
During each Methuselah's unlock phase, that Methuselah can choose a location controlled by their prey. The chosen location is burned unless its controller burns 2 pool.",no,yes
100410,100410:POLITICAL,Consanguineous Boon,Political Action,Political Action,,,,,,,,,none,"Boon.
Choose a clan. Successful referendum means each Methuselah gains 1 pool for each vampire of the chosen clan they control.",no,yes
100411,100411:POLITICAL,Consanguineous Condemnation,Political Action,Political Action,,,,,,,,,none,Choose a clan. Successful referendum locks all vampires of that clan.,no,yes
100412,100412:MODIFIER:vis,Conscripted Statue,Action Modifier,Action Modifier,,,Visceratika,,,,,vis,inferior,"Only usable when an action is blocked.
The opposing minion takes 1 damage during strike resolution each round of the resulting combat when the range is close.",no,yes
100412,100412:MODIFIER:VIS,Conscripted Statue,Action Modifier,Action Modifier,,,Visceratika,,,,,VIS,superior,"Only usable when an action is blocked.
Cancel the resulting combat and put this card into play. This card represents an ally with 2 life and 2 strength. This ally enters combat with the blocking minion. This ally gets an optional press during the combat. Burn this card after combat or if the combat is canceled.",no,yes
100413,100413:ACTION,Consecration Rites,Action,Action,,,,,,,,,none,"Requires a ready archbishop, priscus, cardinal or regent. +1 stealth action.
Put this card on a location you control. You may burn this card to cause an action directed at the location to fail.",no,yes
100414,100414:POLITICAL,Conservative Agitation,Political Action,Political Action,,,,,,,,,none,"Allocate X points among two or more Methuselahs, where X is the number of Methuselahs in the game. Successful referendum means each Methuselah burns 1 pool for each point allocated.",no,yes
102288,102288:MODIFIER:obl,Consign to Oblivion,Action Modifier,Action Modifier,,,Oblivion,,1,,,obl,inferior,"Only usable as the action is announced.
Reaction cards cost +1 blood or life.",no,yes
102288,102288:MODIFIER:OBL,Consign to Oblivion,Action Modifier,Action Modifier,,,Oblivion,,1,,,OBL,superior,"Only usable as the action is announced.
Reaction cards cost +1 blood or life, and those cards are not replaced until the end of the action.",no,yes
100415,100415:ACTION:ser,Consignment to Duat,Action,Action,,,Serpentis,,1,,,ser,inferior,"+1 stealth action.
(D) Steal 1 blood or life (becoming blood) from a ready minion.",no,yes
100415,100415:ACTION:SER,Consignment to Duat,Action,Action,,,Serpentis,,1,,,SER,superior,"+1 stealth action.
(D) Put this card on a ready minion. During the attached minion's unlock phase, they burn 1 blood or life. If they cannot, they go to torpor. Burn this card after this acting minion enters combat or leaves the ready region. A minion can have only one Consignment to Duat.",no,yes
100416,100416:ACTION,Constant Revolution,Action,Action,,,,,,,,,none,"+1 stealth action. Requires an Anarch. Unique.
Put this card in play with 1 counter. During your unlock phase, add 1 counter to this card. During each other Methuselah's unlock phase, that Methuselah burns X pool and/or cards at random from their hand, where X is the number of counters on this card. Vampires can burn this card as a (D) action that costs 1 pool.",no,yes
100417,100417:ACTION,Consume the Dead,Action/Reaction,Action,Nagaraja,,,,,,Y,,none,+1 stealth action. (D) Enter combat with a wraith ally or burn a wraith retainer.,no,yes
100417,100417:REACTION,Consume the Dead,Action/Reaction,Reaction,Nagaraja,,,,,,Y,,none,"Only usable when a minion or retainer is being burned by any means except diablerie. Usable during combat. Usable by a locked Nagaraja. Remove that minion or retainer from the game instead. This Nagaraja gains 1 blood if the minion was a vampire or gains X+1 blood, where X is the blood or pool cost of that ally or retainer.",no,yes
100418,100418:ACTION:dai,Contagion,Action,Action,,,Daimoinon,,,,,dai,inferior,"+1 stealth action. Requires an infernal vampire. Unique.
Put this card on this vampire. During each other Methuselah's unlock phase, they burn 1 pool if this vampire is ready.",no,yes
100418,100418:ACTION:DAI,Contagion,Action,Action,,,Daimoinon,,,,,DAI,superior,"+1 stealth action. Requires an infernal vampire. Unique.
Put this card on this vampire. During each other Methuselah's unlock phase, they burn 1 pool if this vampire is ready, and once each combat, this vampire can strike: put 1 corruption counter on the opposing minion; if the number of your corruption counters on the minion equals or exceeds their capacity or cost, you can burn those counters to steal the opposing minion after the resolution of this strike (ending combat).",no,yes
100419,100419:MASTER,Contingency Planning,Master,Master,,,,1,,,,,none,"Master: out-of-turn.
Only usable when a minion you control is bleeding. You may play this card during your turn. Cancel a minion card that would change the target of the bleed as it is played (no cost is paid). If more than 1 pool is bled in this action, ignore the excess.",no,yes
102352,102352:COMBAT:obf,Contraband,Combat,Combat,Ravnos,,Obfuscate,,,,,obf,inferior,"Only usable before range is determined. A vampire can play only one Contraband each combat.
Equip this vampire with a non-unique equipment from your hand (requirements and cost apply as normal).",no,yes
102352,102352:COMBAT:OBF,Contraband,Combat,Combat,Ravnos,,Obfuscate,,,,,OBF,superior,"Only usable before range is determined. A vampire can play only one Contraband each combat.
Equip this vampire with a non-unique equipment from your hand (requirements and cost apply as normal), and this vampire can pay up to half the cost rounded down of that equipment with their blood.",no,yes
100420,100420:MASTER,Contract,Master,Master,,,,,,,,,none,"Contract.
Choose an Assamite and put this card on a ready minion. The chosen Assamite can enter combat with the attached minion as a +1 stealth (D) action.",no,yes
100421,100421:MASTER,Convergence,Master,Master,Pander,,,,,,,,none,Move 1 blood from each ready Pander you control to a Pander in your uncontrolled region.,no,yes
100422,100422:EQUIPMENT,Cooler,Equipment,Equipment,,,,1,,,,,none,"Equipment.
Put 4 blood counters on this card. During your unlock phase, if the vampire with this equipment is ready, you may move 1 blood from this card to this vampire. Burn this card when it has no counters.",no,yes
100423,100423:COMBAT:san,Coordinate Attacks,Combat,Combat,,,Sanguinus,,,,,san,inferior,"Requires a ready unlocked Blood Brother of the same circle as another one you control in combat.
Only usable at the end of a round if the minion opposing the Blood Brother you control is still ready and combat is about to end. After this round, this Blood Brother locks and enters combat with the opposing minion. The first round of combat, the opposing minion cannot play any strike cards.",no,yes
100423,100423:COMBAT:SAN,Coordinate Attacks,Combat,Combat,,,Sanguinus,,,,,SAN,superior,"Requires a ready unlocked Blood Brother of the same circle as another one you control in combat.
Only usable at the end of a round if the minion opposing the Blood Brother you control is still ready and combat is about to end. After this round, this Blood Brother locks and enters combat with the opposing minion. The first round of combat, the opposing minion cannot play any strike cards, and this Blood Brother gets an optional maneuver on the first round of combat.",no,yes
100424,100424:MASTER,Coroner's Contact,Master,Master,,,,1,,,,,none,"Master.
Search your crypt to find a Samedi. Show it to all players and place it in your uncontrolled region with 1 blood from the bank.",no,yes
100425,100425:MASTER,Corporal Reservoir,Master,Master,,,,,,,,,none,"Master: trifle.
Put this card on any Black Hand vampire. This vampire may lock this card to prevent 1 point of damage in combat or to gain a blood. This card doesn't unlock as normal. This vampire may burn a blood to unlock this card during his or her unlock phase.",no,yes
100426,100426:MASTER,Corporate Hunting Ground,Master,Master,Ventrue antitribu,,,2,,,,,none,"Master: unique location. Hunting ground.
During your unlock phase, you may move 1 blood from the bank to a ready vampire you control. A vampire can gain blood from only one hunting ground card each turn.",no,yes
100427,100427:RETAINER:vic,Corpse Balloon,Retainer,Retainer,,,Vicissitude,,,,,vic,inferior,"Ghoul with 1 life.
If the employer blocks a directed action, they get 1 optional maneuver during the first round of the resulting combat.",no,yes
100427,100427:RETAINER:VIC,Corpse Balloon,Retainer,Retainer,,,Vicissitude,,,,,VIC,superior,"Ghoul with 1 life.
If the employer blocks a directed action, they get 1 optional maneuver during the first round of the resulting combat, and the employer gets +1 intercept during directed actions.",no,yes
100428,100428:RETAINER,Corpse Minion,Retainer,Retainer,Tremere,,,1,,,,,none,"Ghoul with 1 life.
Vampire with this retainer may burn X blood to get +X intercept for the current action.",no,yes
100429,100429:ALLY:vic,Corrupt Construction,Ally,Ally,,,Vicissitude,1,,,,vic,inferior,"Ghoul with 1 life. 0 strength, 0 bleed.
After this ally enters play, you can remove from the game any number of ally, retainer or vampire cards from your ash heap or hand; this ally gains 1 life for each card removed this way. This ally gets +1 strength for each life it has. During your unlock phase, this ally burns 1 life.",no,yes
100429,100429:ALLY:VIC,Corrupt Construction,Ally,Ally,,,Vicissitude,1,,,,VIC,superior,"Ghoul with 1 life. 0 strength, 0 bleed.
After this ally enters play, you can remove from the game any number of ally, retainer or vampire cards from your ash heap or hand; this ally gains 1 life for each card removed this way. This ally gets +1 strength for each life it has. During your unlock phase, this ally burns 1 life, and this ally has 1 additional life.",no,yes
100430,100430:ACTION,Corruption,Action,Action,Follower of Set,,,,,,,,none,"+1 stealth action.
(D) Put 1 corruption counter on a minion controlled by your prey. If the number of your corruption counters on the minion equals or exceeds their capacity or cost, you can burn those counters to steal the target minion.",no,yes
100431,100431:POLITICAL,Corruption's Purge,Political Action,Political Action,,,,,,,,,none,"Requires a prince, justicar, or Inner Circle member.
If this referendum is successful, each Follower of Set burns 2 blood. Each Follower of Set with zero blood then goes into torpor.",no,yes
100432,100432:REACTION,Coterie Tactics,Reaction,Reaction,,,,,,,,,none,"Choose another ready unlocked vampire you control of the same sect as this reacting vampire. These two vampires attempt to block, using the sum of their intercept to see if the block succeeds. If successful, both lock and then you choose one to be the blocking vampire (and the other ceases to be blocking).",no,yes
100433,100433:MODIFIER,Council of Seraphim,Action Modifier,Action Modifier,,,,,,,Y,,none,"Requires a Seraph.
Only usable when a minion is attempting to block. If a Sabbat vampire is attempting to block, that block attempt fails (do not lock that vampire). That vampire cannot block this action. Otherwise, the blocking minion gets -1 intercept.",no,yes
100434,100434:ALLY,Courier,Ally,Ally,Nosferatu antitribu,,,,2,,,,none,"Mortal with 1 life. 0 strength, 1 bleed.
Courier gets -1 intercept when attempting to block a vampire. When a minion you control successfully bleeds, you may look at the top card of the library of the Methuselah being bled, and you may lock the Courier to discard that card.",no,yes
100435,100435:MASTER,"Coven, The",Master,Master,,,,,,,,,none,"Unique. Trifle.
Put this card in play. You can lock this card to add 2 blood to a ready vampire you control. During your discard phase, your predator takes control of The Coven.",no,yes
100436,100436:ACTION,Covenant of Blood,Action,Action,,,,,1,,,,none,"Requires a ready non-Camarilla vampire with a capacity above 7.
Put this card in play. Any non-Camarilla vampire may enter combat with any Camarilla vampire controlled by another Methuselah as a (D) action. Any vampire may burn this card as a (D) action. Camarilla vampires get -1 stealth when attempting that action.",no,yes
100437,100437:REACTION:1,Covincraft,Reaction,Reaction,Kiasyd,,,,,,,,none,Reduce a bleed against you by 1.,no,yes
100437,100437:REACTION:2,Covincraft,Reaction,Reaction,Kiasyd,,,,,,,,none,Only usable during a referendum. This Kiasyd gains 4 votes.,no,yes
100438,100438:MASTER,Cracking the Wall,Master,Master,Malkavian antitribu,,,1,,,,,none,"Do not replace until your next discard phase.
Play Rock-Paper-Scissors with another Methuselah. If you tie, you each discard 1 card at random. Otherwise, the loser discards their hand.",no,yes
100439,100439:COMBAT:tha,Crawling Chamber,Combat,Combat,,,Visceratika/Thaumaturgy,,,,,tha,inferior,"Maneuver, only usable to go to long range.",no,yes
100439,100439:COMBAT:vis,Crawling Chamber,Combat,Combat,,,Visceratika/Thaumaturgy,,,,,vis,inferior,Maneuver or press.,no,yes
100439,100439:COMBAT:VIS,Crawling Chamber,Combat,Combat,,,Visceratika/Thaumaturgy,,,,,VIS,superior,Only usable before range is determined. Opposing minion takes 1R damage each round of combat during the press step. A vampire can play only one Crawling Chamber at superior each combat.,no,yes
100440,100440:ACTION,Create Gargoyle,Action,Action,Tremere/Tremere antitribu,,,2,,,,,none,"+1 stealth action. Requires a non-sterile vampire.
Put this card into play; it represents a 2-capacity slave Gargoyle of the same sect enslaved to the acting vampire's clan with basic Visceratika [vis] and flight [FLIGHT]. You may search your hand, library and/or ash heap for a master: Discipline to place on this Gargoyle. Move up to 3 blood from the acting vampire to this Gargoyle. This Gargoyle cannot act this turn.",no,yes
100441,100441:ACTION,Creation Rites,Action,Action,,,,,1,,,,none,"+1 stealth action. Requires a ready non-sterile archbishop, priscus, cardinal or regent.
Put this card in play. It becomes a 1-capacity (non-unique) Sabbat vampire of the same clan as the acting vampire, and cannot perform actions this turn. You can search your library (shuffle afterward), hand, and/or ash heap for a master Discipline card and put it on this new vampire. Move up to 1 blood from the acting vampire to this new vampire.",no,yes
100442,100442:MASTER,Creep Show,Master,Master,,,,,,,,,none,"Master: archetype. Trifle.
Put this card on a Sabbat vampire you control. Once per turn, when a minion opposing this vampire in combat dodges or ends combat as a strike, this vampire gains 1 blood from the blood bank. A vampire can have only one archetype.",no,yes
100443,100443:COMBAT:thn,Creeping Infection,Combat,Combat,,,Thanatosis,,1,,,thn,inferior,"Strike: hand strike, and put this card on the opposing minion. You still control this card. When this striking vampire announces an action, you may burn this card to prevent this minion from blocking. A minion may have only one Creeping Infection.",no,yes
100443,100443:COMBAT:THN,Creeping Infection,Combat,Combat,,,Thanatosis,,1,,,THN,superior,"Strike: hand strike, and put this card on the opposing minion. You still control this card. When this striking vampire announces an action, you may burn this card to prevent this minion from blocking. A minion may have only one Creeping Infection, and this striking vampire gets +1 bleed when bleeding this minion's controller.",no,yes
102213,102213:ACTION,Creeping Sabotage,Action,Action,Nosferatu,,,,X,,,,none,"+1 stealth action.
X is the number of copies of this card you control. Put this card in play. During your unlock phase, your prey burns 1 pool. Minions can burn this card as a (D) action.",no,yes
100444,100444:MASTER,Creepshow Casino,Master,Master,,,,2,,,,,none,"Unique location.
You can lock this card as a vampire you control announces an undirected action to give that vampire +1 stealth, even if stealth is not yet needed.",no,yes
100445,100445:MASTER,Crematorium,Master,Master,Harbinger of Skulls,,,1,,,,,none,"Master: unique location.
Lock during your unlock phase to burn a vampire in torpor with no blood.",no,yes
100446,100446:MODIFIER:pro,CrimethInc.,Action Modifier,Action Modifier,,,Protean/Quietus/Thaumaturgy,,,,,pro,inferior,"Requires an Anarch. Only usable after resolution of a successful action requiring an Anarch or making this vampire Anarch.
Unlock this Anarch.",no,yes
100446,100446:MODIFIER:qui,CrimethInc.,Action Modifier,Action Modifier,,,Protean/Quietus/Thaumaturgy,,,,,qui,inferior,"Requires an Anarch. Only usable after resolution of a successful action requiring an Anarch or making this vampire Anarch.
Unlock another ready Anarch.",no,yes
100446,100446:MODIFIER:tha,CrimethInc.,Action Modifier,Action Modifier,,,Protean/Quietus/Thaumaturgy,,,,,tha,inferior,"Requires an Anarch. Only usable after resolution of a successful action requiring an Anarch or making this vampire Anarch.
Put this card in play. During your minion phase, you can burn 1 pool to unlock a ready Anarch you control.",no,yes
100447,100447:COMBAT:ani,Crimson Fury,Combat/Reaction,Combat,,,Animalism,,1,,,ani,inferior,"Only usable when this vampire is being diablerized. Usable by a locked vampire. Usable by a vampire in torpor.
The diablerie is canceled and the diablerist burns 1 blood.",no,no
100447,100447:REACTION:ani,Crimson Fury,Combat/Reaction,Reaction,,,Animalism,,1,,,ani,inferior,"Only usable when this vampire is being diablerized. Usable by a locked vampire. Usable by a vampire in torpor.
The diablerie is canceled and the diablerist burns 1 blood.",no,no
100447,100447:COMBAT:ANI,Crimson Fury,Combat/Reaction,Combat,,,Animalism,,1,,,ANI,superior,"Only usable when this vampire is being diablerized. Usable by a locked vampire. Usable by a vampire in torpor.
Burn both the diablerist and this vampire. (The diablerie is still considered successful.)",no,no
100447,100447:REACTION:ANI,Crimson Fury,Combat/Reaction,Reaction,,,Animalism,,1,,,ANI,superior,"Only usable when this vampire is being diablerized. Usable by a locked vampire. Usable by a vampire in torpor.
Burn both the diablerist and this vampire. (The diablerie is still considered successful.)",no,no
100448,100448:EQUIPMENT,"Crimson Sentinel, The",Equipment,Equipment,,,,2,,,,,none,"Unique melee weapon.
Strength+1 damage as a strike. If this weapon successfully inflicts damage on an opponent in combat, add a soul counter to it at the end of that round. This weapon does one additional point of damage each strike for each soul counter on this card. Remove all soul counters from this card if another minion gains control of it.",no,yes
100449,100449:MASTER,"Crocodile Temple, The",Master,Master,Follower of Set,,,,,,,,none,"Unique location.
Lock after resolution of a successful action directed at you (or a card you control) to inflict 1 environmental damage on the acting minion.",no,yes
100450,100450:MODIFIER:aus,Crocodile's Tongue,Action Modifier,Action Modifier,,,Auspex,,,,,aus,inferior,"Only usable if an ally or younger vampire attempts to block.
That attempt fails and the blocking minion's controller cannot attempt to block this action again. The blocking minion can burn 1 blood or life to cancel this card as it is played.",no,yes
100450,100450:MODIFIER:AUS,Crocodile's Tongue,Action Modifier,Action Modifier,,,Auspex,,,,,AUS,superior,"Only usable if an ally or younger vampire attempts to block.
That attempt fails and the blocking minion's controller cannot attempt to block this action again. The blocking minion can burn 1 blood or life to cancel this card as it is played, but canceling this card requires 1 additional blood or life.",no,yes
100451,100451:POLITICAL,Crusade: Amsterdam,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Amsterdam. This could lead to a contested title. If this vampire is Ventrue antitribu, he or she unlocks during your next discard phase.",no,yes
100452,100452:POLITICAL,Crusade: Aragon,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Aragon. If Lucita is in play and is Sabbat, put this card on her instead.",no,yes
100453,100453:POLITICAL,Crusade: Atlanta,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Atlanta. This could lead to a contested title.",no,yes
100454,100454:POLITICAL,Crusade: Barcelona,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Barcelona. This could lead to a contested title. If this vampire is Tremere antitribu, he or she unlocks during your next discard phase.",no,yes
100455,100455:POLITICAL,Crusade: Berlin,Political Action,Political Action,,,,,,,,,none,"Title. Requires a Sabbat vampire.
Successful referendum means this card is put on this vampire to represent the unique Sabbat title of Archbishop of Berlin. If this vampire is Lasombra, they unlock during your next discard phase.",no,yes
100456,100456:POLITICAL,Crusade: Brussels,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Brussels. This could lead to a contested title. If this vampire is Toreador antitribu, he or she unlocks during your next discard phase.",no,yes
100457,100457:POLITICAL,Crusade: Chicago,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Chicago. This could lead to a contested title.",no,yes
100458,100458:POLITICAL,Crusade: Detroit,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Detroit. This could lead to a contested title.",no,yes
100459,100459:POLITICAL,Crusade: Dublin,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Dublin. This could lead to a contested title. If this vampire is Gangrel antitribu, he or she unlocks during your next discard phase.",no,yes
100460,100460:POLITICAL,Crusade: Frankfurt,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Frankfurt. This could lead to a contested title.",no,yes
100461,100461:POLITICAL,Crusade: Geneva,Political Action,Political Action,,,,,,,,,none,"Title. Requires a Sabbat vampire.
Successful referendum means this card is put on this vampire to represent the unique Sabbat title of Archbishop of Geneva. If this vampire is Malkavian antitribu, they unlock during your next discard phase.",no,yes
100462,100462:POLITICAL,Crusade: Houston,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Houston. This could lead to a contested title.",no,yes
100463,100463:POLITICAL,Crusade: Istanbul,Political Action,Political Action,,,,,,,,,none,"Title. Requires a Sabbat vampire.
Successful referendum means this card is put on this vampire to represent the unique Sabbat title of Archbishop of Istanbul. If this vampire is Tzimisce, they unlock during your next discard phase.",no,yes
100464,100464:POLITICAL,Crusade: London,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of London. This could lead to a contested title. If this vampire is Nosferatu antitribu, he or she unlocks during your next discard phase.",no,yes
100465,100465:POLITICAL,Crusade: Mexico City,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Mexico City. This could lead to a contested title.",no,yes
100466,100466:POLITICAL,Crusade: Miami,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Miami. This could lead to a contested title.",no,yes
100467,100467:POLITICAL,Crusade: New York,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of New York. This could lead to a contested title.",no,yes
100468,100468:POLITICAL,Crusade: Paris,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Paris. This could lead to a contested title.",no,yes
100469,100469:POLITICAL,Crusade: Philadelphia,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Philadelphia. This could lead to a contested title.",no,yes
100470,100470:POLITICAL,Crusade: Pittsburgh,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Pittsburgh. This could lead to a contested title.",no,yes
100471,100471:POLITICAL,Crusade: Rome,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Rome. This could lead to a contested title. If this vampire is Brujah antitribu, he or she unlocks during your next discard phase.",no,yes
100472,100472:POLITICAL,Crusade: Toronto,Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum is successful, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Toronto. This could lead to a contested title.",no,yes
100473,100473:POLITICAL,"Crusade: Washington, D.C.",Political Action,Political Action,,,,,,,,,none,"Requires a Sabbat vampire. Title.
If this referendum passes, put this card on the acting vampire to represent the unique Sabbat title of Archbishop of Washington, D.C. This could lead to a contested title. If this vampire is Ventrue antitribu, he or she unlocks during your next discard phase.",no,yes
100474,100474:EQUIPMENT,"Crusader Sword, The",Equipment,Equipment,,,,1,,,,,none,"Unique melee weapon.
Strength+1 aggravated damage each strike. Only usable by a minion with True Faith or an imbued. Vampires opposing this minion with True Faith or this imbued cannot use maneuvers to go to close range.",no,yes
100475,100475:ALLY,Cry Wolf,Ally,Ally,,,,,,,,,none,"Unique werewolf with 3 life. 2 strength, 0 bleed. Requires a ready anarch.
If the action to recruit this ally is blocked, the acting anarch goes to torpor. This werewolf must enter combat with any minion controlled by another Methuselah as a (D) action. He gets one optional press each combat. This werewolf does not unlock as normal during your unlock phase. If he is locked during your unlock phase, burn him.",no,yes
100476,100476:RETAINER,Crypt's Sons,Retainer,Retainer,,,,1,,,,,none,"Unique mortal with 3 life. Requires an Anarch.
If this Anarch is blocked, they can burn 1 life from this retainer before block resolution to lock the blocking minion and continue the action as if unblocked. This retainer inflicts 1R damage on the opposing minion each round of combat during normal strike resolution.",no,yes
100477,100477:ACTION:tha,Cryptic Mission,Action,Action,,,Thaumaturgy,,,,,tha,inferior,"+1 stealth action.
(D) Burn 1 blood on a vampire, or do 1 unpreventable damage to any ally or retainer.",no,yes
100477,100477:ACTION:THA,Cryptic Mission,Action,Action,,,Thaumaturgy,,,,,THA,superior,"+1 stealth action.
(D) Burn 1 blood on a vampire, or do 1 unpreventable damage to any ally or retainer, and the acting vampire gains 1 blood from the blood bank.",no,yes
100478,100478:MODIFIER,Cryptic Rider,Action Modifier,Action Modifier,,,,,1,,,,none,"Only usable on a successful referendum.
The next referendum a vampire you control calls this turn passes automatically.",no,yes
100479,100479:ACTION,Cull the Herd,Action,Action,,,,,1,,,,none,"+1 stealth action.
(D) Look at another Methuselah's hand. That Methuselah discards all ally or retainer cards in his or her hand. The acting vampire gains 1 blood from the blood bank for each card discarded in this way.",no,yes
100480,100480:MASTER,Cultivated Blood Shortage,Master,Master,,,,,,,,,none,"Master.
Put this card in play. Each Ventrue burns 1 blood during his or her controller's unlock phase, and each Ventrue who cannot burn a blood is locked instead. Any vampire can burn this card as a +1 stealth (D) action.",no,yes
100481,100481:POLITICAL,Cunctator Motion,Political Action,Political Action,,,,,,,,,none,Only usable if playing for ante. Choose how you would rearrange the remaining ante cards among the surviving Methuselahs. Successful referendum means you then rearrange the remaining ante cards.,no,yes
100482,100482:MASTER,Curmudgeon,Master,Master,,,,,,,,,none,"Master: archetype. Trifle.
Put this card on a vampire you control. During your prey's unlock phase, you may choose a minion controlled by your prey. If that minion is blocked this turn, you may lock this card to move 1 blood from the blood bank to this vampire. A vampire can have only one archetype.",no,yes
100483,100483:MASTER,Curse of Nitocris,Master,Master,,,,,,,,,none,"Unique master.
Choose a Methuselah and put this card in play under the control of the chosen Methuselah. The controller of this card burns 1 pool during each of his or her unlock phases. Each time a new Methuselah gets the Edge, the current controller of this card chooses any Methuselah, and that chosen Methuselah takes control of this card.",no,yes
